Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2006/07,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,20600
2006/07,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3000
2006/07,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,6500
2006/07,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600
2006/07,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400
2006/07,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5200
2006/07,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1700
2006/07,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,800
2006/07,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,6800
2006/07,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,4800
2006/07,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,600
2005/06,All codes,All admissions,All admissions,Number of admissions,Male,3831318
2005/06,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,785739
2005/06,C00-D48,All cancers,All cancers,Number of admissions,Male,621984
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,207949
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,480636
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,473409
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,47427
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,9160
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,24984
2005/06,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3798
2005/06,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2005/06,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,59918
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,7126
2005/06,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,17820
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,10597
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,5689
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,17669
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3135
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,54047
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,44830
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,120179
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,199546
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,23010
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,46317
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8715
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4805
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11846
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,5691
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1126
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,44098
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,14203
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2005/06,All codes,All admissions,All admissions,Attributable number,Male,291200
2005/06,C00-D48,All cancers,All cancers,Attributable number,Male,115600
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,58600
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,101400
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,8300
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,41900
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,6900
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,17800
2005/06,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3200
2005/06,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2005/06,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,28100
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,2600
2005/06,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4900
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2700
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,3200
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4300
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2800
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,43600
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,12300
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,24100
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,56300
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4500
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9400
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5700
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6600
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1100
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,500
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5800
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1600
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2005/06,All codes,All admissions,All admissions,Number of admissions,Female,4418012
2005/06,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,644289
2005/06,C00-D48,All cancers,All cancers,Number of admissions,Female,639818
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,202988
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,365076
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,484336
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,32867
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4121
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9458
2005/06,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,725
2005/06,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,7041
2005/06,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19013
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,3848
2005/06,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,7324
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,9710
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,7310
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,12237
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2484
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,50895
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,42824
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,104919
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,106493
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15920
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,50220
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2764
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2829
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11271
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,8487
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,1667
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,70021
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,47066
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12775
2005/06,All codes,All admissions,All admissions,Attributable number,Female,166600
2005/06,C00-D48,All cancers,All cancers,Attributable number,Female,47600
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,51200
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,46200
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,7900
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,25000
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2200
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,6100
2005/06,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600
2005/06,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,900
2005/06,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,6000
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400
2005/06,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,900
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2700
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1700
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1200
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2100
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,40300
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,8900
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12200
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,21500
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3300
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,7100
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5600
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1500
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,700
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,7800
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,5200
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,700
2004/05,All codes,All admissions,All admissions,Number of admissions,Male,3638275
2004/05,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,764401
2004/05,C00-D48,All cancers,All cancers,Number of admissions,Male,577402
2004/05,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,205196
2004/05,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,466662
2004/05,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,437416
2004/05,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,43805
2004/05,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,8393
2004/05,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,22697
2004/05,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3441
2004/05,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2004/05,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,55831
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,6721
2004/05,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,16360
2004/05,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,10217
2004/05,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,5626
2004/05,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,16419
2004/05,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3331
2004/05,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,55254
2004/05,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,42171
2004/05,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,114771
2004/05,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,199995
2004/05,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,21715
2004/05,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,45938
2004/05,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8713
2004/05,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4714
2004/05,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11938
2004/05,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,4838
2004/05,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1072
2004/05,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,47532
2004/05,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,12906
2004/05,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2004/05,All codes,All admissions,All admissions,Attributable number,Male,287200
2004/05,C00-D48,All cancers,All cancers,Attributable number,Male,108400
2004/05,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,59600
2004/05,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,103000
2004/05,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,8300
2004/05,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,38900
2004/05,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,6400
2004/05,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,16300
2004/05,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,2900
2004/05,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2004/05,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,26700
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,2500
2004/05,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4600
2004/05,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2700
2004/05,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,3200
2004/05,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4100
2004/05,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,3000
2004/05,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,44800
2004/05,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,11700
2004/05,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,23800
2004/05,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,57900
2004/05,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4400
2004/05,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9700
2004/05,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5800
2004/05,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500
2004/05,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6800
2004/05,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1000
2004/05,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,500
2004/05,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,6500
2004/05,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1500
2004/05,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2004/05,All codes,All admissions,All admissions,Number of admissions,Female,4208273
2004/05,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,637477
2004/05,C00-D48,All cancers,All cancers,Number of admissions,Female,602553
2004/05,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,199679
2004/05,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,356817
2004/05,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,446023
2004/05,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,29686
2004/05,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,3636
2004/05,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8661
2004/05,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,707
2004/05,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6388
2004/05,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,18396
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,3319
2004/05,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6812
2004/05,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,8123
2004/05,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,7628
2004/05,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,11614
2004/05,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2426
2004/05,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,52168
2004/05,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,40706
2004/05,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,102227
2004/05,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,105655
2004/05,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15280
2004/05,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,50359
2004/05,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2652
2004/05,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2962
2004/05,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11364
2004/05,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,7558
2004/05,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,1566
2004/05,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,78924
2004/05,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46603
2004/05,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12057
2004/05,All codes,All admissions,All admissions,Attributable number,Female,165000
2004/05,C00-D48,All cancers,All cancers,Attributable number,Female,44300
2004/05,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,52000
2004/05,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,46300
2004/05,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,7900
2004/05,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,22800
2004/05,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2000
2004/05,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,5600
2004/05,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600
2004/05,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,900
2004/05,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,5900
2004/05,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,300
2004/05,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,900
2004/05,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2300
2004/05,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1900
2004/05,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1200
2004/05,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2000
2004/05,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,41600
2004/05,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,8400
2004/05,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12300
2004/05,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,21400
2004/05,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3300
2004/05,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,7200
2004/05,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600
2004/05,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400
2004/05,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5800
2004/05,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1400
2004/05,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,700
2004/05,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,8900
2004/05,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,4900
2004/05,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,700
